"ano","indicador","valor_pct","unidad","estado_dato","escenario","ambito","sistema","definicion","fuente","detalle_fuente","nota"
"2032","tasa_reemplazo_jubilacion","75.0703","porcentaje","proyectado","Ageing Report 2024 baseline","Espana","pensiones publicas contributivas de vejez, earnings-related","Pension inicial media de nuevos pensionistas sobre salario final medio antes de la jubilacion.","Comision Europea, 2024 Ageing Report, Statistical annexes all country fiches","Hoja ESb, fila 24, Gross replacement rate at retirement (earnings-related public pensions)","Serie anual proyectada. No es dato observado historico ni incluye planes privados; usar separada de cualquier reconstruccion historica."
"2033","tasa_reemplazo_jubilacion","74.6518","porcentaje","proyectado","Ageing Report 2024 baseline","Espana","pensiones publicas contributivas de vejez, earnings-related","Pension inicial media de nuevos pensionistas sobre salario final medio antes de la jubilacion.","Comision Europea, 2024 Ageing Report, Statistical annexes all country fiches","Hoja ESb, fila 24, Gross replacement rate at retirement (earnings-related public pensions)","Serie anual proyectada. No es dato observado historico ni incluye planes privados; usar separada de cualquier reconstruccion historica."
"2034","tasa_reemplazo_jubilacion","74.2836","porcentaje","proyectado","Ageing Report 2024 baseline","Espana","pensiones publicas contributivas de vejez, earnings-related","Pension inicial media de nuevos pensionistas sobre salario final medio antes de la jubilacion.","Comision Europea, 2024 Ageing Report, Statistical annexes all country fiches","Hoja ESb, fila 24, Gross replacement rate at retirement (earnings-related public pensions)","Serie anual proyectada. No es dato observado historico ni incluye planes privados; usar separada de cualquier reconstruccion historica."
"2035","tasa_reemplazo_jubilacion","73.7177","porcentaje","proyectado","Ageing Report 2024 baseline","Espana","pensiones publicas contributivas de vejez, earnings-related","Pension inicial media de nuevos pensionistas sobre salario final medio antes de la jubilacion.","Comision Europea, 2024 Ageing Report, Statistical annexes all country fiches","Hoja ESb, fila 24, Gross replacement rate at retirement (earnings-related public pensions)","Serie anual proyectada. No es dato observado historico ni incluye planes privados; usar separada de cualquier reconstruccion historica."
"2036","tasa_reemplazo_jubilacion","73.1605","porcentaje","proyectado","Ageing Report 2024 baseline","Espana","pensiones publicas contributivas de vejez, earnings-related","Pension inicial media de nuevos pensionistas sobre salario final medio antes de la jubilacion.","Comision Europea, 2024 Ageing Report, Statistical annexes all country fiches","Hoja ESb, fila 24, Gross replacement rate at retirement (earnings-related public pensions)","Serie anual proyectada. No es dato observado historico ni incluye planes privados; usar separada de cualquier reconstruccion historica."
"2037","tasa_reemplazo_jubilacion","72.5132","porcentaje","proyectado","Ageing Report 2024 baseline","Espana","pensiones publicas contributivas de vejez, earnings-related","Pension inicial media de nuevos pensionistas sobre salario final medio antes de la jubilacion.","Comision Europea, 2024 Ageing Report, Statistical annexes all country fiches","Hoja ESb, fila 24, Gross replacement rate at retirement (earnings-related public pensions)","Serie anual proyectada. No es dato observado historico ni incluye planes privados; usar separada de cualquier reconstruccion historica."
"2038","tasa_reemplazo_jubilacion","72.0648","porcentaje","proyectado","Ageing Report 2024 baseline","Espana","pensiones publicas contributivas de vejez, earnings-related","Pension inicial media de nuevos pensionistas sobre salario final medio antes de la jubilacion.","Comision Europea, 2024 Ageing Report, Statistical annexes all country fiches","Hoja ESb, fila 24, Gross replacement rate at retirement (earnings-related public pensions)","Serie anual proyectada. No es dato observado historico ni incluye planes privados; usar separada de cualquier reconstruccion historica."
"2039","tasa_reemplazo_jubilacion","71.6242","porcentaje","proyectado","Ageing Report 2024 baseline","Espana","pensiones publicas contributivas de vejez, earnings-related","Pension inicial media de nuevos pensionistas sobre salario final medio antes de la jubilacion.","Comision Europea, 2024 Ageing Report, Statistical annexes all country fiches","Hoja ESb, fila 24, Gross replacement rate at retirement (earnings-related public pensions)","Serie anual proyectada. No es dato observado historico ni incluye planes privados; usar separada de cualquier reconstruccion historica."
"2040","tasa_reemplazo_jubilacion","71.1162","porcentaje","proyectado","Ageing Report 2024 baseline","Espana","pensiones publicas contributivas de vejez, earnings-related","Pension inicial media de nuevos pensionistas sobre salario final medio antes de la jubilacion.","Comision Europea, 2024 Ageing Report, Statistical annexes all country fiches","Hoja ESb, fila 24, Gross replacement rate at retirement (earnings-related public pensions)","Serie anual proyectada. No es dato observado historico ni incluye planes privados; usar separada de cualquier reconstruccion historica."
"2041","tasa_reemplazo_jubilacion","70.4086","porcentaje","proyectado","Ageing Report 2024 baseline","Espana","pensiones publicas contributivas de vejez, earnings-related","Pension inicial media de nuevos pensionistas sobre salario final medio antes de la jubilacion.","Comision Europea, 2024 Ageing Report, Statistical annexes all country fiches","Hoja ESb, fila 24, Gross replacement rate at retirement (earnings-related public pensions)","Serie anual proyectada. No es dato observado historico ni incluye planes privados; usar separada de cualquier reconstruccion historica."
"2042","tasa_reemplazo_jubilacion","69.6518","porcentaje","proyectado","Ageing Report 2024 baseline","Espana","pensiones publicas contributivas de vejez, earnings-related","Pension inicial media de nuevos pensionistas sobre salario final medio antes de la jubilacion.","Comision Europea, 2024 Ageing Report, Statistical annexes all country fiches","Hoja ESb, fila 24, Gross replacement rate at retirement (earnings-related public pensions)","Serie anual proyectada. No es dato observado historico ni incluye planes privados; usar separada de cualquier reconstruccion historica."
"2043","tasa_reemplazo_jubilacion","68.8934","porcentaje","proyectado","Ageing Report 2024 baseline","Espana","pensiones publicas contributivas de vejez, earnings-related","Pension inicial media de nuevos pensionistas sobre salario final medio antes de la jubilacion.","Comision Europea, 2024 Ageing Report, Statistical annexes all country fiches","Hoja ESb, fila 24, Gross replacement rate at retirement (earnings-related public pensions)","Serie anual proyectada. No es dato observado historico ni incluye planes privados; usar separada de cualquier reconstruccion historica."
"2044","tasa_reemplazo_jubilacion","68.213","porcentaje","proyectado","Ageing Report 2024 baseline","Espana","pensiones publicas contributivas de vejez, earnings-related","Pension inicial media de nuevos pensionistas sobre salario final medio antes de la jubilacion.","Comision Europea, 2024 Ageing Report, Statistical annexes all country fiches","Hoja ESb, fila 24, Gross replacement rate at retirement (earnings-related public pensions)","Serie anual proyectada. No es dato observado historico ni incluye planes privados; usar separada de cualquier reconstruccion historica."
"2045","tasa_reemplazo_jubilacion","67.5612","porcentaje","proyectado","Ageing Report 2024 baseline","Espana","pensiones publicas contributivas de vejez, earnings-related","Pension inicial media de nuevos pensionistas sobre salario final medio antes de la jubilacion.","Comision Europea, 2024 Ageing Report, Statistical annexes all country fiches","Hoja ESb, fila 24, Gross replacement rate at retirement (earnings-related public pensions)","Serie anual proyectada. No es dato observado historico ni incluye planes privados; usar separada de cualquier reconstruccion historica."
"2046","tasa_reemplazo_jubilacion","66.8966","porcentaje","proyectado","Ageing Report 2024 baseline","Espana","pensiones publicas contributivas de vejez, earnings-related","Pension inicial media de nuevos pensionistas sobre salario final medio antes de la jubilacion.","Comision Europea, 2024 Ageing Report, Statistical annexes all country fiches","Hoja ESb, fila 24, Gross replacement rate at retirement (earnings-related public pensions)","Serie anual proyectada. No es dato observado historico ni incluye planes privados; usar separada de cualquier reconstruccion historica."
"2047","tasa_reemplazo_jubilacion","66.2833","porcentaje","proyectado","Ageing Report 2024 baseline","Espana","pensiones publicas contributivas de vejez, earnings-related","Pension inicial media de nuevos pensionistas sobre salario final medio antes de la jubilacion.","Comision Europea, 2024 Ageing Report, Statistical annexes all country fiches","Hoja ESb, fila 24, Gross replacement rate at retirement (earnings-related public pensions)","Serie anual proyectada. No es dato observado historico ni incluye planes privados; usar separada de cualquier reconstruccion historica."
"2048","tasa_reemplazo_jubilacion","65.6495","porcentaje","proyectado","Ageing Report 2024 baseline","Espana","pensiones publicas contributivas de vejez, earnings-related","Pension inicial media de nuevos pensionistas sobre salario final medio antes de la jubilacion.","Comision Europea, 2024 Ageing Report, Statistical annexes all country fiches","Hoja ESb, fila 24, Gross replacement rate at retirement (earnings-related public pensions)","Serie anual proyectada. No es dato observado historico ni incluye planes privados; usar separada de cualquier reconstruccion historica."
"2049","tasa_reemplazo_jubilacion","65.1335","porcentaje","proyectado","Ageing Report 2024 baseline","Espana","pensiones publicas contributivas de vejez, earnings-related","Pension inicial media de nuevos pensionistas sobre salario final medio antes de la jubilacion.","Comision Europea, 2024 Ageing Report, Statistical annexes all country fiches","Hoja ESb, fila 24, Gross replacement rate at retirement (earnings-related public pensions)","Serie anual proyectada. No es dato observado historico ni incluye planes privados; usar separada de cualquier reconstruccion historica."
"2050","tasa_reemplazo_jubilacion","64.6482","porcentaje","proyectado","Ageing Report 2024 baseline","Espana","pensiones publicas contributivas de vejez, earnings-related","Pension inicial media de nuevos pensionistas sobre salario final medio antes de la jubilacion.","Comision Europea, 2024 Ageing Report, Statistical annexes all country fiches","Hoja ESb, fila 24, Gross replacement rate at retirement (earnings-related public pensions)","Serie anual proyectada. No es dato observado historico ni incluye planes privados; usar separada de cualquier reconstruccion historica."
"2051","tasa_reemplazo_jubilacion","64.3316","porcentaje","proyectado","Ageing Report 2024 baseline","Espana","pensiones publicas contributivas de vejez, earnings-related","Pension inicial media de nuevos pensionistas sobre salario final medio antes de la jubilacion.","Comision Europea, 2024 Ageing Report, Statistical annexes all country fiches","Hoja ESb, fila 24, Gross replacement rate at retirement (earnings-related public pensions)","Serie anual proyectada. No es dato observado historico ni incluye planes privados; usar separada de cualquier reconstruccion historica."
"2052","tasa_reemplazo_jubilacion","64.1002","porcentaje","proyectado","Ageing Report 2024 baseline","Espana","pensiones publicas contributivas de vejez, earnings-related","Pension inicial media de nuevos pensionistas sobre salario final medio antes de la jubilacion.","Comision Europea, 2024 Ageing Report, Statistical annexes all country fiches","Hoja ESb, fila 24, Gross replacement rate at retirement (earnings-related public pensions)","Serie anual proyectada. No es dato observado historico ni incluye planes privados; usar separada de cualquier reconstruccion historica."
"2053","tasa_reemplazo_jubilacion","63.9166","porcentaje","proyectado","Ageing Report 2024 baseline","Espana","pensiones publicas contributivas de vejez, earnings-related","Pension inicial media de nuevos pensionistas sobre salario final medio antes de la jubilacion.","Comision Europea, 2024 Ageing Report, Statistical annexes all country fiches","Hoja ESb, fila 24, Gross replacement rate at retirement (earnings-related public pensions)","Serie anual proyectada. No es dato observado historico ni incluye planes privados; usar separada de cualquier reconstruccion historica."
"2054","tasa_reemplazo_jubilacion","63.7036","porcentaje","proyectado","Ageing Report 2024 baseline","Espana","pensiones publicas contributivas de vejez, earnings-related","Pension inicial media de nuevos pensionistas sobre salario final medio antes de la jubilacion.","Comision Europea, 2024 Ageing Report, Statistical annexes all country fiches","Hoja ESb, fila 24, Gross replacement rate at retirement (earnings-related public pensions)","Serie anual proyectada. No es dato observado historico ni incluye planes privados; usar separada de cualquier reconstruccion historica."
"2055","tasa_reemplazo_jubilacion","63.567","porcentaje","proyectado","Ageing Report 2024 baseline","Espana","pensiones publicas contributivas de vejez, earnings-related","Pension inicial media de nuevos pensionistas sobre salario final medio antes de la jubilacion.","Comision Europea, 2024 Ageing Report, Statistical annexes all country fiches","Hoja ESb, fila 24, Gross replacement rate at retirement (earnings-related public pensions)","Serie anual proyectada. No es dato observado historico ni incluye planes privados; usar separada de cualquier reconstruccion historica."
"2056","tasa_reemplazo_jubilacion","63.439","porcentaje","proyectado","Ageing Report 2024 baseline","Espana","pensiones publicas contributivas de vejez, earnings-related","Pension inicial media de nuevos pensionistas sobre salario final medio antes de la jubilacion.","Comision Europea, 2024 Ageing Report, Statistical annexes all country fiches","Hoja ESb, fila 24, Gross replacement rate at retirement (earnings-related public pensions)","Serie anual proyectada. No es dato observado historico ni incluye planes privados; usar separada de cualquier reconstruccion historica."
"2057","tasa_reemplazo_jubilacion","63.4115","porcentaje","proyectado","Ageing Report 2024 baseline","Espana","pensiones publicas contributivas de vejez, earnings-related","Pension inicial media de nuevos pensionistas sobre salario final medio antes de la jubilacion.","Comision Europea, 2024 Ageing Report, Statistical annexes all country fiches","Hoja ESb, fila 24, Gross replacement rate at retirement (earnings-related public pensions)","Serie anual proyectada. No es dato observado historico ni incluye planes privados; usar separada de cualquier reconstruccion historica."
"2058","tasa_reemplazo_jubilacion","63.5663","porcentaje","proyectado","Ageing Report 2024 baseline","Espana","pensiones publicas contributivas de vejez, earnings-related","Pension inicial media de nuevos pensionistas sobre salario final medio antes de la jubilacion.","Comision Europea, 2024 Ageing Report, Statistical annexes all country fiches","Hoja ESb, fila 24, Gross replacement rate at retirement (earnings-related public pensions)","Serie anual proyectada. No es dato observado historico ni incluye planes privados; usar separada de cualquier reconstruccion historica."
"2059","tasa_reemplazo_jubilacion","63.7347","porcentaje","proyectado","Ageing Report 2024 baseline","Espana","pensiones publicas contributivas de vejez, earnings-related","Pension inicial media de nuevos pensionistas sobre salario final medio antes de la jubilacion.","Comision Europea, 2024 Ageing Report, Statistical annexes all country fiches","Hoja ESb, fila 24, Gross replacement rate at retirement (earnings-related public pensions)","Serie anual proyectada. No es dato observado historico ni incluye planes privados; usar separada de cualquier reconstruccion historica."
"2060","tasa_reemplazo_jubilacion","63.8799","porcentaje","proyectado","Ageing Report 2024 baseline","Espana","pensiones publicas contributivas de vejez, earnings-related","Pension inicial media de nuevos pensionistas sobre salario final medio antes de la jubilacion.","Comision Europea, 2024 Ageing Report, Statistical annexes all country fiches","Hoja ESb, fila 24, Gross replacement rate at retirement (earnings-related public pensions)","Serie anual proyectada. No es dato observado historico ni incluye planes privados; usar separada de cualquier reconstruccion historica."
"2061","tasa_reemplazo_jubilacion","64.0231","porcentaje","proyectado","Ageing Report 2024 baseline","Espana","pensiones publicas contributivas de vejez, earnings-related","Pension inicial media de nuevos pensionistas sobre salario final medio antes de la jubilacion.","Comision Europea, 2024 Ageing Report, Statistical annexes all country fiches","Hoja ESb, fila 24, Gross replacement rate at retirement (earnings-related public pensions)","Serie anual proyectada. No es dato observado historico ni incluye planes privados; usar separada de cualquier reconstruccion historica."
"2062","tasa_reemplazo_jubilacion","64.1923","porcentaje","proyectado","Ageing Report 2024 baseline","Espana","pensiones publicas contributivas de vejez, earnings-related","Pension inicial media de nuevos pensionistas sobre salario final medio antes de la jubilacion.","Comision Europea, 2024 Ageing Report, Statistical annexes all country fiches","Hoja ESb, fila 24, Gross replacement rate at retirement (earnings-related public pensions)","Serie anual proyectada. No es dato observado historico ni incluye planes privados; usar separada de cualquier reconstruccion historica."
"2063","tasa_reemplazo_jubilacion","64.3211","porcentaje","proyectado","Ageing Report 2024 baseline","Espana","pensiones publicas contributivas de vejez, earnings-related","Pension inicial media de nuevos pensionistas sobre salario final medio antes de la jubilacion.","Comision Europea, 2024 Ageing Report, Statistical annexes all country fiches","Hoja ESb, fila 24, Gross replacement rate at retirement (earnings-related public pensions)","Serie anual proyectada. No es dato observado historico ni incluye planes privados; usar separada de cualquier reconstruccion historica."
"2064","tasa_reemplazo_jubilacion","64.4841","porcentaje","proyectado","Ageing Report 2024 baseline","Espana","pensiones publicas contributivas de vejez, earnings-related","Pension inicial media de nuevos pensionistas sobre salario final medio antes de la jubilacion.","Comision Europea, 2024 Ageing Report, Statistical annexes all country fiches","Hoja ESb, fila 24, Gross replacement rate at retirement (earnings-related public pensions)","Serie anual proyectada. No es dato observado historico ni incluye planes privados; usar separada de cualquier reconstruccion historica."
"2065","tasa_reemplazo_jubilacion","64.633","porcentaje","proyectado","Ageing Report 2024 baseline","Espana","pensiones publicas contributivas de vejez, earnings-related","Pension inicial media de nuevos pensionistas sobre salario final medio antes de la jubilacion.","Comision Europea, 2024 Ageing Report, Statistical annexes all country fiches","Hoja ESb, fila 24, Gross replacement rate at retirement (earnings-related public pensions)","Serie anual proyectada. No es dato observado historico ni incluye planes privados; usar separada de cualquier reconstruccion historica."
"2066","tasa_reemplazo_jubilacion","64.5423","porcentaje","proyectado","Ageing Report 2024 baseline","Espana","pensiones publicas contributivas de vejez, earnings-related","Pension inicial media de nuevos pensionistas sobre salario final medio antes de la jubilacion.","Comision Europea, 2024 Ageing Report, Statistical annexes all country fiches","Hoja ESb, fila 24, Gross replacement rate at retirement (earnings-related public pensions)","Serie anual proyectada. No es dato observado historico ni incluye planes privados; usar separada de cualquier reconstruccion historica."
"2067","tasa_reemplazo_jubilacion","64.4826","porcentaje","proyectado","Ageing Report 2024 baseline","Espana","pensiones publicas contributivas de vejez, earnings-related","Pension inicial media de nuevos pensionistas sobre salario final medio antes de la jubilacion.","Comision Europea, 2024 Ageing Report, Statistical annexes all country fiches","Hoja ESb, fila 24, Gross replacement rate at retirement (earnings-related public pensions)","Serie anual proyectada. No es dato observado historico ni incluye planes privados; usar separada de cualquier reconstruccion historica."
"2068","tasa_reemplazo_jubilacion","64.3792","porcentaje","proyectado","Ageing Report 2024 baseline","Espana","pensiones publicas contributivas de vejez, earnings-related","Pension inicial media de nuevos pensionistas sobre salario final medio antes de la jubilacion.","Comision Europea, 2024 Ageing Report, Statistical annexes all country fiches","Hoja ESb, fila 24, Gross replacement rate at retirement (earnings-related public pensions)","Serie anual proyectada. No es dato observado historico ni incluye planes privados; usar separada de cualquier reconstruccion historica."
"2069","tasa_reemplazo_jubilacion","64.2309","porcentaje","proyectado","Ageing Report 2024 baseline","Espana","pensiones publicas contributivas de vejez, earnings-related","Pension inicial media de nuevos pensionistas sobre salario final medio antes de la jubilacion.","Comision Europea, 2024 Ageing Report, Statistical annexes all country fiches","Hoja ESb, fila 24, Gross replacement rate at retirement (earnings-related public pensions)","Serie anual proyectada. No es dato observado historico ni incluye planes privados; usar separada de cualquier reconstruccion historica."
"2070","tasa_reemplazo_jubilacion","64.0104","porcentaje","proyectado","Ageing Report 2024 baseline","Espana","pensiones publicas contributivas de vejez, earnings-related","Pension inicial media de nuevos pensionistas sobre salario final medio antes de la jubilacion.","Comision Europea, 2024 Ageing Report, Statistical annexes all country fiches","Hoja ESb, fila 24, Gross replacement rate at retirement (earnings-related public pensions)","Serie anual proyectada. No es dato observado historico ni incluye planes privados; usar separada de cualquier reconstruccion historica."
