"anio","ambito_geografico","sexo","grupo_edad","edad_inicio","edad_fin","categoria_id","categoria_sanitaria","estado_dato","poblacion_media_2022","gasto_per_capita_categoria_euros_2022","gasto_sistema_categoria_tramo_euros_2022","fuente_gasto_per_capita","fuente_poblacion","metodologia","limitaciones"
"2022","Espana","Ambos sexos","50 a 54","50","54","atencion_primaria","Atencion primaria","estimado","3766269.25","339.3799","1278196081.44","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","55 a 59","55","59","atencion_primaria","Atencion primaria","estimado","3524925","297.4694","1048557324.8","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","60 a 64","60","64","atencion_primaria","Atencion primaria","estimado","3116661.75","312.6903","974549897.61","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","65 a 69","65","69","atencion_primaria","Atencion primaria","estimado","2577186.5","286.896","739384498.1","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","70 a 74","70","74","atencion_primaria","Atencion primaria","estimado","2252586.75","307.5933","692880591.97","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","75 a 79","75","79","atencion_primaria","Atencion primaria","estimado","1869662","241.7497","451990227.6","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","80 a 84","80","84","atencion_primaria","Atencion primaria","estimado","1253415.5","260.7527","326831475.85","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","85 a 89","85","89","atencion_primaria","Atencion primaria","estimado","1684198.12","284.5185","479185524.23","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","90 a 94","90","94","atencion_primaria","Atencion primaria","estimado","471544.5","301.0955","141979927","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","95 y más","95","100","atencion_primaria","Atencion primaria","estimado","130230","289.7693","37736655.94","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","0 a 4","0","4","farmacia","Farmacia","estimado","1814550.25","86.1981","156410783.9","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","5 a 9","5","9","farmacia","Farmacia","estimado","2231540.5","75.0817","167547854.36","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","10 a 14","10","14","farmacia","Farmacia","estimado","2525851.75","69.0633","174443657.17","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","15 a 19","15","19","farmacia","Farmacia","estimado","2506905.5","80.3864","201521108.29","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","20 a 24","20","24","farmacia","Farmacia","estimado","2441039.75","87.3526","213231168.87","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","25 a 29","25","29","farmacia","Farmacia","estimado","2538853.5","105.1589","266983041.32","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","30 a 34","30","34","farmacia","Farmacia","estimado","2763287","107.9978","298428916.77","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","35 a 39","35","39","farmacia","Farmacia","estimado","3111144.5","111.948","348286404.49","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","40 a 44","40","44","farmacia","Farmacia","estimado","3784729.25","106.0481","401363345.98","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","45 a 49","45","49","farmacia","Farmacia","estimado","4020809.25","209.4511","842162920.3","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","50 a 54","50","54","farmacia","Farmacia","estimado","3766269.25","216.501","815401058.89","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","55 a 59","55","59","farmacia","Farmacia","estimado","3524925","355.4501","1252934943.74","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","60 a 64","60","64","farmacia","Farmacia","estimado","3116661.75","373.6377","1164502327.95","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","65 a 69","65","69","farmacia","Farmacia","estimado","2577186.5","608.3546","1567843262.33","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","70 a 74","70","74","farmacia","Farmacia","estimado","2252586.75","652.2426","1469233038.55","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","75 a 79","75","79","farmacia","Farmacia","estimado","1869662","725.0981","1355688363.84","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","80 a 84","80","84","farmacia","Farmacia","estimado","1253415.5","782.0952","980290246.16","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","85 a 89","85","89","farmacia","Farmacia","estimado","1684198.12","853.3779","1437257459.1","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","90 a 94","90","94","farmacia","Farmacia","estimado","471544.5","903.0985","425851130.63","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","95 y más","95","100","farmacia","Farmacia","estimado","130230","869.1268","113186383.16","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","0 a 4","0","4","hospitalaria_especializada","Hospitalaria y especializada","estimado","1814550.25","2023.395","3671551903.1","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","5 a 9","5","9","hospitalaria_especializada","Hospitalaria y especializada","estimado","2231540.5","528.0378","1178337736.23","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","10 a 14","10","14","hospitalaria_especializada","Hospitalaria y especializada","estimado","2525851.75","485.7119","1226836252.61","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","15 a 19","15","19","hospitalaria_especializada","Hospitalaria y especializada","estimado","2506905.5","690.9954","1732260168.73","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","20 a 24","20","24","hospitalaria_especializada","Hospitalaria y especializada","estimado","2441039.75","750.8764","1832919139.74","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","25 a 29","25","29","hospitalaria_especializada","Hospitalaria y especializada","estimado","2538853.5","903.9373","2294964377.89","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","30 a 34","30","34","hospitalaria_especializada","Hospitalaria y especializada","estimado","2763287","928.3401","2565270129.91","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","35 a 39","35","39","hospitalaria_especializada","Hospitalaria y especializada","estimado","3111144.5","962.2963","2993842841.12","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","40 a 44","40","44","hospitalaria_especializada","Hospitalaria y especializada","estimado","3784729.25","911.5811","3450087652.92","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","45 a 49","45","49","hospitalaria_especializada","Hospitalaria y especializada","estimado","4020809.25","1052.7489","4232902515.05","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","50 a 54","50","54","hospitalaria_especializada","Hospitalaria y especializada","estimado","3766269.25","1088.1832","4098390924.53","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","55 a 59","55","59","hospitalaria_especializada","Hospitalaria y especializada","estimado","3524925","1412.7403","4979803601.98","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","60 a 64","60","64","hospitalaria_especializada","Hospitalaria y especializada","estimado","3116661.75","1485.0274","4628328095.28","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","65 a 69","65","69","hospitalaria_especializada","Hospitalaria y especializada","estimado","2577186.5","1715.0169","4419918401.95","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","70 a 74","70","74","hospitalaria_especializada","Hospitalaria y especializada","estimado","2252586.75","1838.7417","4141925190.09","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","75 a 79","75","79","hospitalaria_especializada","Hospitalaria y especializada","estimado","1869662","2166.2464","4050148576.72","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
